segmentid,index,한국어,스페인어,Note
M-TE-WT-01-0070,70,"사랑하는 마누엘 발라다리스 씨, 오랜 세월이 흘렀습니다.
저는 마흔여덟 살이 되었습니다. 때로는 그리움 속에서 어린 시절이 계속되는 듯한 착각에 빠지곤 합니다. 언제라도 당신이 나타나셔서 제게 그림 딱지와 구슬을 주실 것만 같은 기분이 듭니다. 나의 사랑하는 뽀르뚜가, 제게 사랑을 가르쳐 주신 분은 바로 당신이었습니다. 지금은 제가 구슬과 그림 딱지를 나누어 주고 있습니다. 사랑 없는 삶이 무의미하다는 것을 알기 때문입니다. 때로는 제 안의 사랑에 만족하기도 하지만 누구나와 마찬가지로 절망할 때가 더 많습니다.

그 시절, 우리들만의 그 시절에는 미처 몰랐습니다. 먼 옛날 한 바보 왕자가 제단 앞에 엎드려 눈물을 글썽이며 이렇게 물었다는 것을 말입니다.

왜 아이들은 철이 들어야만 하나요?""

사랑하는 뽀르뚜가, 저는 너무 일찍 철이 들었던 것 같습니다. 영원히 안녕히!

우루투바에서 1967.","Los años pasaron, mi querido Manuel Valadares. Hoy tengo cuarenta y ocho años y, a veces, en mi nostalgia, siento la impresión de que continúo siendo una criatura. Que en cualquier momento vas a aparecer trayéndome fotos de artistas de cine o más bolitas. Tú fuiste quien me enseñó la ternura de la vida, mi Portuga querido. Hoy soy yo el que tiene que distribuir las bolitas y las figuritas, porque la vida sin ternura no vale gran cosa. A veces soy feliz en mi ternura, a veces me engaño, lo que es más común. 

En aquel tiempo... En el tiempo de nuestro tiempo, no sabía que muchos años antes un Príncipe Idiota, arrodillado frente a un altar, preguntaba a los iconos, con los ojos llenos de lágrimas:

¿POR QUE LES CUENTAN COSAS A LAS CRIATURITAS?""

Y la verdad es, mi querido Portuga, que a mí me contaron las cosas demasiado pronto. ¡Adiós!
Ubatuba, 1967",
M-TE-WT-01-0071,71,"•미디어 파일 재생, 스피커폰 통화 등 스피커를 사용하는 경우에는 제품을 귀에 가까이 대지 마세요.
• 직사광선 등 강한 광원에 카메라 렌즈가 노출되지 않도록 주의하세요. 직사광선과 같은 강한 광원에 카메라 렌즈가 노출되면 카메라 이미지 센서가 손상될 수 있습니다. 손상된 이미지 센서는 회복되지 않으며 그로 인해 촬영 시 점이나 얼룩이 생길 수 있습니다.
• 제품의 유리 또는 아크릴이 깨지거나 파손된 상태로 사용할 경우 다칠 위험이 있으니 반드시 삼성전자 서비스 센터에서 수리 후 사용하세요.
• 마이크, 스피커 또는 수화부에 먼지나 이물질이 들어가거나 해당 부분이 가려지면 제품의 소리가 작아지거나 특정 기능이 정상적으로 동작하지 않을 수 있습니다. 이때, 뾰족한 물체 등으로 먼지나 이물질을 무리해서 제거하는 경우 제품이 손상될 수 있으니 주의하세요.","• No se acerque el dispositivo a los oídos cuando utilice los altavoces, por ejemplo, para reproducir archivos multimedia o hablar por teléfono.
• Tenga cuidado de no exponer la lente de la cámara a una fuente de luz potente, como la luz solar directa. Si esto sucede, el sensor de imágenes de la cámara puede estropearse y no se podrá reparar. Además, provocará la aparición de puntos o manchas en las fotos.
• Si utiliza el dispositivo con el cristal o el cuerpo acrílico roto, podría sufrir lesiones físicas. Utilice el dispositivo solo después de que haya sido reparado en un Servicio de Atención Técnica (SAT) de Samsung o un centro de atención técnica autorizado.
• Si entran polvo o suciedad en el micrófono, el altavoz o el receptor, o estas partes se cubren, el sonido del dispositivo puede atenuarse y algunas funciones podrían dejar de estar disponibles. Si intenta extraerlos con un objeto afilado, el dispositivo podría estropearse y verse deteriorado.",
M-TE-WT-01-0072,72,"제품에는 무선 충전 코일이 내장되어 있어 무선 충전기(별매품)를 이용해 제품을 충전할 수 있습니다. 제품 뒷면의 중앙이 무선 충전기의 중앙에 맞닿게 올려 충전하세요. 충전이 끝나면 무선 충전기와 제품을 분리하세요. 남은 예상 충전 시간이 알림창에 나타납니다. 남은 예상 충전 시간은 제품을 사용하지 않았을 때를 기준으로 한 것이며, 충전 환경에 따라 실제와 다를 수 있습니다. 액세서리나 커버의 종류에 따라 무선 충전이 원활히 작동하지 않을 수 있으니, 안정적인 무선 충전을 위해 액세서리와 커버를 분리한 후 사용하는 것을 권장합니다.","El dispositivo dispone de una bobina de carga inalámbrica incorporada. Puede cargar la batería utilizando un cargador inalámbrico (se vende por separado). Coloque el centro de la parte posterior del dispositivo sobre el centro del cargador inalámbrico para comenzar la carga. Cuando la batería esté totalmente cargada, desconecte el dispositivo del cargador inalámbrico. El tiempo de carga estimado aparecerá en el panel de notificaciones. El tiempo de carga real se estima suponiendo que el dispositivo no está en uso, por lo que puede variar en función de las condiciones de carga. Puede que la carga inalámbrica no funcione con fluidez con algunos tipos de accesorios o fundas. Para que la carga inalámbrica sea estable, se recomienda retirarlos del dispositivo. ",
M-TE-WT-01-0073,73,"1 트레이 분리 핀으로 트레이의 홈을 누르세요.
2 트레이를 당겨 완전히 빼내세요.
3 Nano-SIM 카드의 금속 단자 부분을 위로 향하게 해 트레이에 놓은 후 Nano-SIM 카드를 살짝 눌러 끼우세요.
4 트레이를 트레이 삽입구에 넣으세요.","1 Para extraer la bandeja, inserte la anilla de extracción en el orificio de la bandeja.
2 Extraiga con cuidado la bandeja de su ranura.
3 Coloque la tarjeta SIM o USIM en la bandeja con los contactos de color dorado hacia arriba y presiónela con cuidado para colocarla correctamente.
4 Inserte de nuevo la bandeja en su ranura.",
M-TE-WT-01-0074,74,"삼성 계정은 하나의 계정으로 모바일 기기, TV, 삼성 웹 사이트 등에서 다양한 삼성 서비스를 이용할 수 있는 통합 계정 서비스입니다.
삼성 계정으로 이용할 수 있는 서비스 목록은 삼성 계정 웹 사이트(account.samsung.com)에서 확인하세요.

1 설정을 열고 삼성 계정을 누르세요.
또는 설정을 열고 계정 및 백업 → 계정 관리 → 계정 추가 → 삼성 계정을 선택하세요.

2 삼성 계정으로 로그인하세요. 삼성 계정이 없는 경우 비밀번호를 잊어버렸거나 계정이 없나요? → 계정 만들기를 누르세요.","Con su Samsung account, dispone de diversos servicios de Samsung mediante dispositivos móviles, televisores y el sitio web de Samsung.
Para consultar la lista de servicios que puede utilizar con su Samsung account, visite account.samsung.com.

1 Abra Ajustes y pulse Samsung account.
También puede abrir Ajustes y pulsar Cuentas y copia de seguridad → Administrar cuentas → Añadir cuenta → Samsung account.

2 Inicie sesión en su Samsung account. Si no tiene una Samsung account, pulse ¿Has olvidado la contraseña o no tienes una cuenta? → Crear cuenta.",
M-TE-WT-01-0075,75,"화면 잠금 방식을 변경하려면 설정을 열고 잠금화면 → 화면 잠금 방식을 선택한 후 원하는 방식을 선택하세요. 

패턴, PIN, 비밀번호, 생체 정보와 같은 화면 잠금 방식을 선택한 경우 다른 사람이 쉽게 접근하지 못하도록 하여 제품에 저장된 개인 정보를 보호할 수 있습니다. 화면 잠금을 설정하면 제품의 화면을 켤 때마다 설정한 잠금 방식으로 잠금을 해제해야 합니다.

설정한 잠금 해제 방법을 여러 번 잘못 입력해 입력 가능한 횟수를 초과한 경우 제품이 전체 초기화되도록 설정할 수 있습니다. 설정을 열고 잠금화면 → 보안 잠금 상세설정을 선택해 설정한 방식으로 잠금을 해제한 후 자동 전체 초기화의 스위치를 눌러 기능을 켜세요.","Para cambiar el método de bloqueo de pantalla, abra Ajustes, pulse Pantalla Bloqueo → Tipo de bloqueo de pantalla y, a continuación, seleccione un método.

Si configura un patrón, un PIN, una contraseña o sus datos biométricos como método de bloqueo de pantalla, podrá proteger su información personal evitando que otras personas accedan a su dispositivo. Cuando establezca el método de bloqueo de pantalla, el dispositivo necesitará un código para desbloquearse.

Puede configurar el dispositivo para que restablezca los datos de fábrica si introduce el código de desbloqueo de forma incorrecta varias veces seguidas y supera el número máximo de intentos. Abra Ajustes, pulse Pantalla Bloqueo → Ajustes del bloqueo seguridad, desbloquee la pantalla con el método de bloqueo de pantalla preestablecido y, a continuación, pulse el interruptor Autorrestablecer valores para activarlo.
",
M-TE-WT-01-0076,76,"특정 전화번호를 차단 목록에 추가해 전화 수신을 차단할 수 있습니다.
전화 앱을 실행해 → 설정 → 수신 차단/해제를 선택한 후 차단 번호 목록에 저장할 연락처나 전화번호를 선택하세요.
차단한 번호로 전화가 걸려 온 경우 알림을 받을 수 없지만, 해당 내역을 최근 통화 목록에서 확인할 수 있습니다. 
발신 번호 표시를 제한한 번호로 걸려 온 전화를 차단할 수 있습니다. 발신번호 표시제한 번호의 전화 차단의 스위치를 눌러 기능을 켜세요.","Bloquee llamadas de números específicos incluidos en su lista de bloqueados.
Abra la aplicación Teléfono, pulse → Ajustes → Bloquear números y, a continuación, seleccione los contactos o números de teléfono que desee guardar en la lista de números bloqueados.
Cuando los números bloqueados intenten ponerse en contacto con usted, no recibirá notificaciones. Las llamadas aparecerán en el registro de llamadas.
También puede bloquear llamadas entrantes de personas que no muestren su ID de interlocutor. Pulse el interruptor Bloquear números desconocidos para activar la función.",
M-TE-WT-01-0077,77,"계정에 저장된 연락처 동기화하기
삼성 계정 등에 저장된 연락처와 제품에 저장된 연락처를 동기화할 수 있습니다.
1 설정을 열고 계정 및 백업 → 계정 관리를 선택한 후 원하는 계정을 선택하세요.
2 계정 동기화를 선택한 후 연락처의 스위치를 눌러 기능을 켜세요.","Sincronizar contactos con sus cuentas web
Sincronice los contactos de su dispositivo con contactos en línea guardados en sus cuentas web, como su
Samsung account.
1 Abra Ajustes, pulse Cuentas y copia de seguridad → Administrar cuentas y seleccione la cuenta con la
que desea sincronizar.
2 Pulse Sincronizar cuenta y deslice el interruptor Contactos para activarlo.",
M-TE-WT-01-0078,78,"목소리로 빅스비 호출하기
""하이 빅스비"" 또는 ""빅스비""라고 말해 빅스비와 대화를 바로 시작할 수 있습니다. 빅스비가 내 목소리에 응답할 수 있도록 목소리를 등록해 보세요.
1 빅스비 앱을 실행해 → 빅스비 호출을 선택하세요.
2 스위치를 눌러 기능을 켜세요.
3 호출어 설정 아래에서 원하는 호출어를 선택하세요.
4 내 목소리에 응답하기의 스위치를 눌러 기능을 켜세요.
5 화면의 안내에 따라 설정을 완료하세요.
이제 호출어를 부른 후 빅스비와 대화를 시작할 수 있습니다.","Activar Bixby con la voz
Puede iniciar una conversación con Bixby diciendo “Hi, Bixby” o “Bixby”. Registre su voz para que Bixby responda.
1 Abra la aplicación Bixby y pulse → Activación por voz.
2 Deslice el interruptor para activarlo.
3 Seleccione la frase de activación que desee en Frase de activación.
4 Para activar esta función, pulse el interruptor Responder a mi voz.
5 Siga las instrucciones que aparecen en la pantalla para completar la configuración.
Ahora puede decir la frase de activación e iniciar una conversación.",
M-TE-WT-01-0079,79,"Galaxy Wearable은 웨어러블 기기를 관리할 수 있게 해 주는 앱입니다. 제품과 웨어러블 기기를 연결한 경우, 웨어러블 기기의 사용 환경 및 앱을 원하는 상태로 설정할 수 있습니다.
Galaxy Wearable 앱을 실행하세요.
제품과 웨어러블 기기를 연결하려면 계속을 누른 후 화면의 안내에 따라 설정을 완료하세요. 연결 및 사용 방법에 대한 자세한 내용은 해당 웨어러블 기기의 사용 설명서를 참고하세요.","Gestione sus wearables con la aplicación Galaxy Wearable. Cuando conecte su teléfono al wearable, podrá personalizar la configuración y las aplicaciones de este.
Para ello, abra la aplicación Galaxy Wearable.
Pulse Continuar para conectar su teléfono al wearable. Siga las instrucciones que aparecen en la pantalla para completar la configuración. Consulte el manual de usuario del wearable para obtener más información sobre cómo conectarlo y utilizarlo con su dispositivo.",
M-TE-WT-01-0080,80,"갤럭시 버즈로 음악 같이 듣기
내 휴대전화의 음악을 내 버즈와 친구의 버즈에서 같이 들을 수 있습니다.
해당 기능은 갤럭시 버즈 시리즈에서만 지원합니다.
1 각자의 휴대전화와 버즈가 블루투스로 연결되어 있는지 확인하세요.
블루투스 연결 방법은 블루투스 기기와 페어링(연결)하기를 참고하세요.
2 친구 휴대전화에서 설정을 열고 연결 → 블루투스 → → 고급 설정을 선택한 후 Music Share의 스위치를 눌러 기능을 켜세요.
Music Share를 선택하면 공유 대상을 설정하는 등 추가 기능을 사용할 수 있습니다.
3 내 휴대전화의 화면 상단을 아래로 밀어 알림창을 연 후 미디어 출력을 누르세요.
4 Music Share를 눌러 검색된 기기 목록에서 친구의 버즈를 선택하세요.
5 친구 휴대전화에서 연결 요청을 수락하세요.
내 휴대전화에서 음악을 재생하면 두 개의 버즈에서 같이 들을 수 있습니다.","Escuchar música juntos con Galaxy Buds
Puede escuchar música de su teléfono con un amigo utilizando sus Buds y los de su amigo.
Esta función solo es compatible con la serie Galaxy Buds.
1 Asegúrese de que cada teléfono y cada par de Buds estén conectados.
Consulte Conectarse a otros dispositivos Bluetooth para obtener indicaciones sobre cómo conectarse.
2 En el teléfono de su amigo, abra la aplicación Ajustes, pulse Conexiones → Bluetooth → → Ajustesavanzados y, a continuación, deslice el interruptor Compartir música para activarlo.
Puede usar funciones adicionales, como establecer con quién va a compartir el dispositivo, pulsando Compartir música.
3 En su teléfono, abra el panel de notificaciones y pulse Salida multimedia.
4 Pulse Compartir música y seleccione los Buds de su amigo en la lista de dispositivos detectados.
5 En el teléfono de su amigo, acepte la solicitud de conexión.
Cuando reproduzca música desde su teléfono, podrá escucharla con su amigo utilizando los dos pares de Buds.",
M-TE-WT-01-0081,81,"제1조 ①대한민국은 민주공화국이다.
②대한민국의 주권은 국민에게 있고, 모든 권력은 국민으로부터 나온다.

제2조 ①대한민국의 국민이 되는 요건은 법률로 정한다.
②국가는 법률이 정하는 바에 의하여 재외국민을 보호할 의무를 진다.

제3조 대한민국의 영토는 한반도와 그 부속도서로 한다.

제4조 대한민국은 통일을 지향하며, 자유민주적 기본질서에 입각한 평화적 통일정책을 수립하고 이를 추진한다.

제5조 ①대한민국은 국제평화의 유지에 노력하고 침략적 전쟁을 부인한다.
②국군은 국가의 안전보장과 국토방위의 신성한 의무를 수행함을 사명으로 하며, 그 정치적 중립성은 준수된다.","Artículo 1 ①La República de Corea es una república democrática.
②La soberanía de la República de Corea reside en el pueblo, y todo el poder proviene del pueblo.

Artículo 2 ①Los requisitos para ser ciudadano de la República de Corea están determinados por la ley.
②El Estado tiene la obligación de proteger a sus ciudadanos que viven en el extranjero de acuerdo con la ley.

Artículo 3 El territorio de la República de Corea está formado por la Península de Corea y sus islas anexas.

Artículo 4 La República de Corea persigue la reunificación y establece una política de reunificación pacífica basada en el orden básico democrático liberal y la promueve.

Artículo 5 ① La República de Corea se esfuerza por mantener la paz internacional y niega la guerra de invasión.
②Las Fuerzas Armadas tienen la misión de cumplir el deber sagrado de la garantía la seguridad y la defensa nacionales y se observa su neutralidad política.",
M-TE-WT-01-0082,82,"제69조(벌금과 과료) ①벌금과 과료는 판결확정일로부터 30일내에 납입하여야 한다. 단, 벌금을 선고할 때에는 동시에 그 금액을 완납할 때까지 노역장에 유치할 것을 명할 수 있다.
②벌금을 납입하지 아니한 자는 1일 이상 3년 이하, 과료를 납입하지 아니한 자는 1일 이상 30일 미만의 기간 노역장에 유치하여 작업에 복무하게 한다.

제70조(노역장 유치) ① 벌금이나 과료를 선고할 때에는 이를 납입하지 아니하는 경우의 노역장 유치기간을 정하여 동시에 선고하여야 한다. <개정 2020. 12. 8.>
② 선고하는 벌금이 1억원 이상 5억원 미만인 경우에는 300일 이상, 5억원 이상 50억원 미만인 경우에는 500일 이상, 50억원 이상인 경우에는 1천일 이상의 노역장 유치기간을 정하여야 한다. <신설 2014. 5. 14., 2020. 12. 8.>

제71조(유치일수의 공제) 벌금이나 과료의 선고를 받은 사람이 그 금액의 일부를 납입한 경우에는 벌금 또는 과료액과 노역장 유치기간의 일수(日數)에 비례하여 납입금액에 해당하는 일수를 뺀다.","Artículo 69 (Multas) ① Las multas deberán pagarse dentro de los 30 días siguientes a la fecha de la decisión. Sin embargo, al imponer una multa, se puede ordenar que la persona sea detenida en un asilo de trabajo hasta que pague la cantidad total.
② Una persona que no pague una multa será detenida en un asilo de trabajo por un período de no menos de 1 día pero no más de 3 años, y una persona que no haya pagado una multa será detenida en un asilo de trabajo por un plazo no inferior a 1 día pero inferior a 30 días.

Artículo 70 (Detención en un asilo) ① Cuando se imponga una multa o una multa menor, el período de detención en un asilo en caso de impago de la multa se determinará y pronunciará al mismo tiempo. <Modificado 2020. 12. 8.>
② Si la multa impuesta es más de 100 millones de wones y menos de 500 millones de wones, el período de detención en el asilo de trabajo se fijará en más de 300 días , si la multa impuesta es más de 500 millones de wones y menos de 5 mil millones de wones, el período de detención en el asilo de trabajol se fijará más de 500 días, y si la multa impuesta es más de 5 mil millones de wones, el período de detención en el asilo de trabajo se fijará en al menos 1.000 días. <Recién establecido 2014. 5. 14., 2020. 12. 8.>

Artículo 71 (Deducción de días de detención) Si una persona que ha sido condenada a multa paga parte del monto, resta el número de días de detención proporcional a la cantidad de multa pagada considerando la proporción del monto de la multa y del número de días de detención. ",
M-TE-WT-01-0083,83,"제87조(소송대리인의 자격) 법률에 따라 재판상 행위를 할 수 있는 대리인 외에는 변호사가 아니면 소송대리인이 될 수 없다.

제88조(소송대리인의 자격의 예외) ①단독판사가 심리ㆍ재판하는 사건 가운데 그 소송목적의 값이 일정한 금액 이하인 사건에서, 당사자와 밀접한 생활관계를 맺고 있고 일정한 범위안의 친족관계에 있는 사람 또는 당사자와 고용계약 등으로 그 사건에 관한 통상사무를 처리ㆍ보조하여 오는 등 일정한 관계에 있는 사람이 법원의 허가를 받은 때에는 제87조를 적용하지 아니한다.
②제1항의 규정에 따라 법원의 허가를 받을 수 있는 사건의 범위, 대리인의 자격 등에 관한 구체적인 사항은 대법원규칙으로 정한다.
③법원은 언제든지 제1항의 허가를 취소할 수 있다.","Artículo 87 (Calificaciones del representante litigante) Ninguna persona que no sea un abogado podrá convertirse en representante litigante excepto un agente que pueda realizar actos judiciales de conformidad con la ley.

Artículo 88 (Excepciones a las calificaciones de representante del litigio) ① En los casos en que el valor del objeto del litigio sea inferior a una determinada cantidad entre los casos sentenciados y juzgados por un solo juez, el artículo 87 no se aplicará cuando una persona que tenga una relación de vida estrecha con la parte o cuando una persona que tenga una determinada relación con las partes, como manejar o ayudar con asuntos ordinarios por un contrato de trabajo, etc., haya recibido permiso del tribunal.
② De acuerdo con las disposiciones del artículo 1, las cuestiones específicas relativas al alcance de los casos para los cuales se puede obtener permiso del tribunal, las calificaciones de los agentes, etc., serán determinadas por las Reglas del Tribunal Supremo.
③El tribunal podrá revocar en cualquier momento la autorización prevista en el apartado 1.",
M-TE-WT-01-0084,84,"제30조(외교부) ① 외교부장관은 외교, 경제외교 및 국제경제협력외교, 국제관계 업무에 관한 조정, 조약 기타 국제협정, 재외국민의 보호ㆍ지원, 국제정세의 조사ㆍ분석에 관한 사무를 관장한다. <개정 2023. 3. 4.>
② 외교부에 차관보 1명을 둘 수 있다.
③ 재외동포에 관한 사무를 관장하기 위하여 외교부장관 소속으로 재외동포청을 둔다. <신설 2023. 3. 4.>
④ 재외동포청에 청장 1명과 차장 1명을 두되, 청장은 정무직으로 하고, 차장은 고위공무원단에 속하는 일반직공무원 또는 외무공무원으로 보한다. <신설 2023. 3. 4.>

제31조(통일부) 통일부장관은 통일 및 남북대화ㆍ교류ㆍ협력에 관한 정책의 수립, 통일교육, 그 밖에 통일에 관한 사무를 관장한다.

제32조(법무부) ① 법무부장관은 검찰ㆍ행형ㆍ인권옹호ㆍ출입국관리 그 밖에 법무에 관한 사무를 관장한다.
② 검사에 관한 사무를 관장하기 위하여 법무부장관 소속으로 검찰청을 둔다.
③ 검찰청의 조직ㆍ직무범위 그 밖에 필요한 사항은 따로 법률로 정한다.","Artículo 30 (Ministerio de Relaciones Exteriores) ① El Ministro de Relaciones Exteriores se encarga de los asuntos relacionados con la diplomacia, la diplomacia económica y la diplomacia de cooperación económica internacional, la coordinación de las relaciones internacionales, los tratados y otros acuerdos internacionales, la protección y el apoyo a los nacionales que viven en el extranjero, e investigación y análisis de la situación internacional. <Modificado en 2023. 3. 4.>
② El Ministerio de Relaciones Exteriores podrá tener un Viceministro.
③ Para gestionar los asuntos relacionados con los nacionales en el extranjero, se crea la Oficina de los Nacionales en el Extranjero bajo la dirección del Ministro de Relaciones Exteriores. <Recién establecido 2023. 3. 4.>
④ La Oficina de los Nacionales en el Extranjero designará un director y un subdirector, el director será un funcionario político y el subdirector un funcionario público general o un funcionario del servicio de asuntos exteriores perteneciente al Cuerpo de Altos Funcionarios. <Recién establecido 2023. 3. 4.>

Artículo 31 (Ministerio de Unificación) El Ministro de Unificación se encarga de establecer políticas sobre unificación y diálogo, intercambio y cooperación intercoreanos, educación para la unificación y otros asuntos relacionados con la unificación.

Artículo 32 (Ministerio de Justicia) ① El Ministro de Justicia se encarga del procesamiento, la ejecución, la protección de los derechos humanos, la gestión de la inmigración y otros asuntos legales.
② Para gestionar los asuntos relacionados con los fiscales, se creará la Fiscalía bajo la autoridad del Ministro de Justicia.
③ La organización y el alcance de las funciones de la Fiscalía y otras cuestiones necesarias se determinarán separadamente por ley.",
M-TE-WT-01-0085,85,"제250조(살인, 존속살해) ①사람을 살해한 자는 사형, 무기 또는 5년 이상의 징역에 처한다.
②자기 또는 배우자의 직계존속을 살해한 자는 사형, 무기 또는 7년 이상의 징역에 처한다. <개정 1995. 12. 29.>

제251조(영아살해) 직계존속이 치욕을 은폐하기 위하거나 양육할 수 없음을 예상하거나 특히 참작할 만한 동기로 인하여 분만중 또는 분만직후의 영아를 살해한 때에는 10년 이하의 징역에 처한다.","Artículo 250 (Asesinato, Homicidio de ascendiente) ① Quien mate a otra persona será castigado con la muerte o con cadena perpetua o superior a cinco años de cárcel. 
②La persona que mate a un ascendiente directo suyo o de su cónyuge será castigada con la muerte o con cadena perpetua o superior a siete años de cárcel. <Enmendado en 1995. 12. 29.>

Artículo 251 (Infanticidio) Si un ascendiente lineal mata a un infante durante o inmediatamente después del parto para ocultar humillación, en previsión de no poder criarlo, o por razones especialmente atenuantes, será castigado con menos de 10 años de cárcel. ",
M-TE-WT-01-0086,86,"제1조.
1. 스페인은 법치주의에 의해 통치되는 사회민주주의 국가로 구성되어 있으며, 자유, 정의, 평등, 정치적 다원주의를 법률 체계의 최고 가치로 수호한다. 
2. 국가 주권은 국가 권력의 근원인 스페인 국민에게 있다.
3. 스페인 국가의 정치적 형태는 의회 군주제이다.

제2조.
헌법은 모든 스페인인의 공통적이고 불가분적인 조국 스페인의 불가분한 통합을 기반으로 하며, 이를 구성하는 민족과 지역의 자치권과 연대를 인정하고 보장한다. 

제3조.
1. 국가의 공식 언어는 카스티야어로 한다. 모든 스페인 국민은 그것을 알아야 할 의무와 그것을 사용할 권리가 있다.
2. 스페인의 다른 언어도 해당 법령에 따라 각 자치 공동체에서 공식 언어로 사용될 수 있다.
3. 스페인의 다양한 언어 의 풍부함은 특별히 존중되고 보호되어야할 문화 유산이다. ","Artículo 1.
1. España se constituye en un Estado social y democrático de Derecho, que propugna como valores superiores de su ordenamiento jurídico la libertad, la justicia, la igualdad y el pluralismo político.
2. La soberanía nacional reside en el pueblo español, del que emanan los poderes del Estado.
3. La forma política del Estado español es la Monarquía parlamentaria.

Artículo 2.
La Constitución se fundamenta en la indisoluble unidad de la Nación española, patria común e indivisible de todos los españoles, y reconoce y garantiza el derecho a la autonomía de las nacionalidades y regiones que la integran y la solidaridad entre todas ellas.

Artículo 3.
1. El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla.
2. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos.
3. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural que será objeto de especial respeto y protección.",
M-TE-WT-01-0087,87,"제28조.
1. 모든 사람은 자유롭게 노동조합을 결성할 권리를 갖는다. 법률은 군대, 연구소 또는 기타 군사 규율이 적용되는 기관의 이 권리 행사를 제한하거나 예외로 할 수 있으며 공무원에 대한 이 권리 행사의 특수성 규제할 수 있다. 결사의 자유에는 자신이 선택한 노동조합을 결성하고 가입할 수 있는 권리뿐만 아니라 노동조합을 결성하고 국제 노동조합 조직을 결성하거나 가입할 수 있는 권리도 포함한다. 누구도 노동조합에 가입하도록 강요받을 수 없다. 
2. 노동자가 자신의 이익을 보호하기 위한 파업권이 인정된다. 이 권리의 행사를 규제하는 법률은 지역사회의 필수 서비스 유지를 보장하는 데 필요한 보장을 규정한다.

제29조.
1. 모든 스페인 사람은 법이 정한 형식과 효력에 따라 서면으로 개인 및 단체 청원을 할 권리를 갖는다.
2. 군대, 군사훈련기관, 군사훈련 대상 군단의 구성원은 개별적으로, 해당 법률의 규정에 따라서만 이 권리를 행사할 수 있다.","Artículo 28.
1. Todos tienen derecho a sindicarse libremente. La ley podrá limitar o exceptuar el ejercicio de este derecho a las Fuerzas o Institutos armados o a los demás Cuerpos sometidos a disciplina militar y regulará las peculiaridades de su ejercicio para los funcionarios públicos. La libertad sindical comprende el derecho a fundar sindicatos y a afiliarse al de su elección, así como el derecho de los sindicatos a formar confederaciones y a formar organizaciones sindicales internacionales o a afiliarse a las mismas. Nadie podrá ser obligado a afiliarse a un sindicato.
2. Se reconoce el derecho a la huelga de los trabajadores para la defensa de sus intereses. La ley que regule el ejercicio de este derecho establecerá las garantías precisas para asegurar el mantenimiento de los servicios esenciales de la comunidad.

Artículo 29.
1. Todos los españoles tendrán el derecho de petición individual y colectiva, por escrito, en la forma y con los efectos que determine la ley.
2. Los miembros de las Fuerzas o Institutos armados o de los Cuerpos sometidos a disciplina militar podrán ejercer este derecho sólo individualmente y con arreglo a lo dispuesto en su legislación específica.",
M-TE-WT-01-0088,88,"제3조. 피해자의 권리.
1. 모든 피해자는 보호, 정보, 지원, 지원, 관심 및 배상을 받을 권리가 있을 뿐만 아니라 형사 절차에 적극적으로 참여할 권리가 있으며, 사법기관 및 공무원과 처음 접촉할 때부터, 피해자 지원 서비스 수행 가긴 동안, 그리고 전체 형사 절차 기간 동안 회복적인 정의를 수행하는 기간, 그리고 형사 절차 종결후 기간동안 범죄자의 신원을 알고 있는지 여부에 관계없이 정중하고 전문적이며 개별적이고 비차별적인 대우를 받을 권리가 있다. 결과. 어떠한 경우에도 성폭력, 젠더폭력 사건의 경우에는 조정과 중재가 금지된다. 

2. 이러한 권리의 행사는 본 법의 조항과 이 법에서 파생된 규제 조항뿐만 아니라 적용되는 특별법의 조항과 절차 규칙에 모두 적용된다. ","Artículo 3. Derechos de las víctimas.
1. Toda víctima tiene derecho a la protección, información, apoyo, asistencia, atención y reparación, así como a la participación activa en el proceso penal y a recibir un trato respetuoso, profesional, individualizado y no discriminatorio desde su primer contacto con las autoridades o funcionarios, durante la actuación de los servicios de asistencia y apoyo a las víctimas y, en su caso, de justicia restaurativa, a lo largo de todo el proceso penal y por un período de tiempo adecuado después de su conclusión, con independencia de que se conozca o no la identidad del infractor y del resultado del proceso.
En todo caso estará vedada la mediación y la conciliación en supuestos de violencia sexual y de violencia de género.

2. El ejercicio de estos derechos se regirá por lo dispuesto en la presente Ley y en las disposiciones reglamentarias que la desarrollen, así como por lo dispuesto en la legislación especial y en las normas procesales que resulten de aplicación.",
